ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_Score,Credit_History,Employment_Status,Education,Property_Area,Age,Loan_Status
10104,2523,106081,120,609,1,Unemployed,Graduate,Semiurban,35,0
5767,2721,583390,120,820,0,Self_Employed,Graduate,Urban,48,0
14909,5223,126385,180,654,0,Self_Employed,Not Graduate,Semiurban,44,0
18062,2809,332390,360,753,0,Unemployed,Not Graduate,Semiurban,35,0
11742,9899,626756,300,701,1,Self_Employed,Graduate,Rural,37,1
10477,2099,73896,360,811,1,Unemployed,Graduate,Urban,50,1
18591,3045,531694,180,365,0,Salaried,Not Graduate,Rural,49,0
11057,8658,616154,300,562,1,Salaried,Graduate,Urban,33,0
15681,4403,258031,120,518,1,Self_Employed,Graduate,Rural,21,0
16980,2477,485185,120,676,0,Salaried,Not Graduate,Semiurban,48,0
16498,9448,171888,300,567,1,Unemployed,Not Graduate,Rural,41,0
6830,3421,604161,300,469,1,Salaried,Graduate,Semiurban,40,0
10515,8324,318014,300,552,1,Unemployed,Graduate,Rural,29,0
11917,6008,296490,120,692,1,Unemployed,Not Graduate,Urban,26,1
16969,490,475050,300,393,1,Self_Employed,Graduate,Rural,28,0
11983,784,586417,300,553,1,Unemployed,Not Graduate,Rural,51,0
16426,1077,88313,360,390,1,Unemployed,Graduate,Semiurban,23,0
6254,2005,343871,180,618,1,Salaried,Graduate,Urban,56,0
12885,706,241647,360,563,1,Self_Employed,Graduate,Rural,29,0
12087,5524,536952,180,488,1,Self_Employed,Not Graduate,Semiurban,37,0
7112,9144,595201,180,891,1,Self_Employed,Graduate,Semiurban,37,1
19566,4504,520692,180,626,1,Salaried,Not Graduate,Rural,28,0
9897,7979,325793,120,653,1,Unemployed,Not Graduate,Urban,21,1
12606,8941,79534,120,590,1,Self_Employed,Not Graduate,Rural,43,0
8457,9231,237777,300,852,1,Self_Employed,Not Graduate,Urban,57,1
5292,3425,439306,360,378,0,Unemployed,Not Graduate,Semiurban,58,0
11805,6424,284580,360,399,1,Unemployed,Graduate,Semiurban,34,0
16108,3416,629208,300,753,0,Salaried,Not Graduate,Rural,28,0
7945,2408,606663,360,875,0,Salaried,Graduate,Semiurban,26,0
7863,7771,638637,300,841,0,Unemployed,Graduate,Urban,58,0
1665,7485,395787,240,620,0,Unemployed,Not Graduate,Semiurban,34,0
18318,8844,594876,360,883,0,Unemployed,Not Graduate,Urban,56,0
16244,4210,403551,120,742,1,Salaried,Not Graduate,Urban,44,1
3468,3372,371549,240,603,1,Salaried,Graduate,Semiurban,35,0
2728,6537,479721,300,366,1,Salaried,Graduate,Semiurban,26,0
10720,9180,404000,120,854,1,Unemployed,Graduate,Urban,42,1
2698,4469,492251,360,384,1,Unemployed,Graduate,Rural,47,0
13005,9951,83070,180,650,1,Unemployed,Not Graduate,Urban,47,0
16230,7853,205778,300,559,1,Unemployed,Not Graduate,Semiurban,31,0
9079,7303,349610,360,379,1,Unemployed,Not Graduate,Semiurban,46,0
4906,9513,489553,360,383,1,Self_Employed,Graduate,Urban,28,0
6466,8814,542954,300,889,1,Salaried,Graduate,Rural,42,1
7017,400,111779,300,328,0,Unemployed,Not Graduate,Rural,30,0
8697,5298,571827,300,752,0,Unemployed,Not Graduate,Urban,49,0
10666,6951,388649,360,732,1,Salaried,Graduate,Semiurban,34,1
19111,1898,282664,240,538,0,Self_Employed,Not Graduate,Urban,33,0
14267,9845,531108,180,718,1,Self_Employed,Not Graduate,Rural,36,1
8778,9297,584436,360,859,0,Self_Employed,Graduate,Semiurban,57,0
2992,7202,548933,300,801,1,Self_Employed,Graduate,Urban,30,0
5267,2219,196328,240,401,1,Salaried,Graduate,Semiurban,27,0
16601,1537,420316,180,830,0,Self_Employed,Not Graduate,Urban,42,0
19038,354,604804,240,673,1,Salaried,Graduate,Urban,43,1
19548,7608,499258,300,337,1,Unemployed,Not Graduate,Rural,33,0
1684,7271,407944,180,625,1,Self_Employed,Not Graduate,Rural,57,0
8778,8745,529452,240,753,1,Self_Employed,Not Graduate,Semiurban,47,1
13474,8502,291732,240,496,0,Self_Employed,Graduate,Semiurban,56,0
6574,7125,467729,240,732,1,Salaried,Not Graduate,Semiurban,45,1
11930,1711,336789,180,855,1,Self_Employed,Not Graduate,Urban,29,1
9226,9820,686245,300,884,1,Salaried,Graduate,Rural,22,1
14551,5516,405066,180,663,0,Unemployed,Graduate,Rural,44,0
6709,2255,505816,240,495,1,Unemployed,Graduate,Semiurban,51,0
19560,5020,248392,240,675,1,Unemployed,Not Graduate,Urban,27,1
7962,6395,75068,300,318,1,Unemployed,Graduate,Urban,31,0
18177,9458,416714,120,847,1,Salaried,Graduate,Semiurban,26,1
15995,53,107632,300,776,1,Salaried,Graduate,Semiurban,42,1
6483,7638,209683,180,860,1,Salaried,Not Graduate,Urban,25,1
9592,7871,211977,240,658,1,Salaried,Graduate,Rural,22,1
11076,7515,168645,360,305,0,Unemployed,Graduate,Rural,33,0
13771,9293,664228,240,369,1,Unemployed,Graduate,Rural,24,0
5369,1697,55457,120,615,1,Self_Employed,Not Graduate,Urban,41,0
5296,9096,81870,120,778,1,Salaried,Not Graduate,Semiurban,35,1
6893,2094,645833,300,541,1,Salaried,Graduate,Semiurban,32,0
13443,3702,683507,360,594,1,Self_Employed,Graduate,Urban,29,0
3006,4949,423035,180,628,1,Self_Employed,Graduate,Urban,34,0
17420,7644,261391,300,686,1,Self_Employed,Not Graduate,Urban,55,1
16050,270,467122,240,577,1,Unemployed,Not Graduate,Semiurban,56,0
8713,4530,125873,360,493,1,Unemployed,Graduate,Semiurban,27,0
2646,8677,452377,240,447,1,Unemployed,Not Graduate,Semiurban,29,0
4237,2230,394023,360,451,0,Unemployed,Graduate,Semiurban,35,0
17208,5298,415545,360,627,1,Self_Employed,Not Graduate,Rural,53,0
19229,2953,579971,360,837,1,Self_Employed,Not Graduate,Rural,38,1
2865,9768,344459,180,453,0,Unemployed,Graduate,Rural,54,0
15356,8872,58417,360,504,1,Unemployed,Not Graduate,Rural,38,0
17871,6899,267483,300,645,0,Salaried,Not Graduate,Semiurban,49,0
3670,922,455741,120,523,0,Salaried,Not Graduate,Urban,39,0
6722,3741,639384,360,562,0,Unemployed,Not Graduate,Rural,41,0
17973,9745,457275,180,544,1,Salaried,Graduate,Urban,26,0
4685,638,665918,240,398,1,Self_Employed,Graduate,Urban,46,0
9847,6410,349425,360,503,0,Self_Employed,Graduate,Urban,51,0
3037,2347,164351,120,711,1,Unemployed,Graduate,Semiurban,54,0
3813,7102,486366,180,472,0,Unemployed,Graduate,Rural,55,0
13903,4321,402222,180,668,1,Self_Employed,Not Graduate,Semiurban,52,1
3373,4838,125118,240,355,1,Unemployed,Graduate,Urban,34,0
14183,4883,527855,360,453,0,Unemployed,Graduate,Semiurban,36,0
3795,4486,399399,300,542,1,Self_Employed,Graduate,Rural,25,0
7455,7173,227835,360,325,1,Self_Employed,Graduate,Rural,46,0
19200,3268,495973,180,739,1,Salaried,Not Graduate,Rural,51,1
9711,1474,345578,360,487,1,Salaried,Not Graduate,Urban,36,0
2507,4935,57396,300,596,0,Salaried,Not Graduate,Rural,47,0
6320,1239,564057,300,349,1,Unemployed,Graduate,Rural,35,0
17562,5812,617681,180,377,0,Salaried,Graduate,Semiurban,25,0
18092,3450,456353,120,712,1,Salaried,Not Graduate,Rural,51,1
3733,6806,385105,180,750,0,Self_Employed,Not Graduate,Semiurban,44,0
17505,5673,276416,300,880,0,Unemployed,Graduate,Rural,53,0
3826,4870,352626,300,632,0,Unemployed,Not Graduate,Urban,47,0
19300,8755,657201,360,600,0,Unemployed,Not Graduate,Urban,28,0
2693,679,188159,240,891,1,Salaried,Graduate,Urban,33,0
11558,3732,164608,300,399,0,Unemployed,Not Graduate,Rural,56,0
11320,6868,592730,120,890,0,Self_Employed,Not Graduate,Rural,33,0
16955,5208,296277,180,577,1,Unemployed,Graduate,Urban,58,0
2407,6624,380026,300,461,0,Salaried,Not Graduate,Urban,54,0
17975,5723,123926,360,712,0,Unemployed,Not Graduate,Rural,38,0
19725,8186,429397,360,309,1,Unemployed,Graduate,Urban,29,0
14371,868,497804,240,573,1,Unemployed,Graduate,Semiurban,26,0
16723,4246,464267,180,640,0,Salaried,Graduate,Semiurban,50,0
2597,9698,521823,300,837,1,Unemployed,Graduate,Rural,40,0
19764,7954,243126,240,595,0,Self_Employed,Graduate,Semiurban,37,0
13928,3150,363844,120,356,1,Self_Employed,Not Graduate,Urban,32,0
4292,3591,70318,300,402,1,Salaried,Not Graduate,Semiurban,57,0
15817,523,267094,240,584,1,Salaried,Graduate,Semiurban,42,0
13291,9919,178605,120,438,0,Unemployed,Graduate,Semiurban,50,0
10720,5834,565094,360,469,1,Salaried,Not Graduate,Rural,29,0
3216,5434,71148,180,607,1,Salaried,Not Graduate,Semiurban,29,0
15902,2598,60119,180,313,1,Salaried,Not Graduate,Urban,28,0
9033,9385,391339,120,698,0,Self_Employed,Not Graduate,Rural,30,0
4833,8128,469312,300,369,1,Self_Employed,Graduate,Semiurban,29,0
10027,1058,536914,180,846,0,Unemployed,Not Graduate,Urban,58,0
13611,8401,613571,180,600,1,Salaried,Graduate,Semiurban,38,0
16821,8116,225431,120,422,0,Unemployed,Not Graduate,Urban,21,0
2162,8059,103427,120,582,1,Unemployed,Graduate,Rural,50,0
16309,1703,629827,360,861,0,Salaried,Not Graduate,Urban,56,0
10933,213,692654,120,431,1,Self_Employed,Graduate,Urban,46,0
9498,4889,686702,120,717,1,Salaried,Not Graduate,Urban,44,1
10489,1405,534635,240,394,0,Salaried,Graduate,Rural,52,0
11493,6000,677550,300,734,1,Self_Employed,Not Graduate,Semiurban,27,1
12633,2603,346589,240,486,0,Salaried,Graduate,Urban,49,0
12611,2725,252022,120,633,1,Unemployed,Not Graduate,Urban,25,0
5294,1497,534006,360,835,1,Self_Employed,Graduate,Urban,32,1
9252,708,195666,300,373,0,Self_Employed,Not Graduate,Rural,38,0
18139,3764,50810,240,783,1,Self_Employed,Graduate,Rural,22,1
8270,455,585603,240,601,1,Unemployed,Graduate,Rural,28,0
7885,5213,437140,300,389,1,Salaried,Graduate,Semiurban,44,0
11027,4119,615685,120,668,1,Self_Employed,Graduate,Urban,43,1
17574,8536,571278,300,882,1,Unemployed,Not Graduate,Semiurban,45,1
6900,6489,329918,240,549,1,Salaried,Graduate,Semiurban,56,0
3177,3312,559345,180,666,1,Self_Employed,Graduate,Urban,24,0
7649,9920,91048,300,603,1,Unemployed,Graduate,Rural,58,0
7235,4594,163260,360,772,0,Unemployed,Not Graduate,Semiurban,53,0
16909,353,241708,240,596,0,Unemployed,Graduate,Urban,53,0
19265,5574,86565,240,401,0,Self_Employed,Not Graduate,Semiurban,23,0
19793,7744,687100,180,860,1,Self_Employed,Not Graduate,Urban,49,1
5748,6936,88542,180,751,1,Unemployed,Not Graduate,Rural,32,1
13851,5190,507970,180,595,1,Self_Employed,Not Graduate,Semiurban,31,0
3065,9547,306708,180,368,1,Self_Employed,Graduate,Rural,40,0
6093,3902,420025,120,339,0,Salaried,Graduate,Rural,33,0
12102,9461,691105,300,350,0,Salaried,Not Graduate,Rural,44,0
4839,1125,604703,360,400,1,Self_Employed,Not Graduate,Urban,24,0
9115,9719,422377,360,823,0,Salaried,Not Graduate,Urban,56,0
11004,1561,635892,240,435,1,Salaried,Graduate,Urban,44,0
7837,4005,350428,120,329,0,Unemployed,Graduate,Rural,23,0
6741,4996,171309,240,313,0,Salaried,Not Graduate,Rural,42,0
18257,8956,508270,360,495,1,Self_Employed,Graduate,Urban,23,0
2333,5887,259250,300,403,1,Salaried,Graduate,Urban,48,0
15574,3084,107171,120,319,0,Salaried,Not Graduate,Urban,24,0
3573,2832,170351,120,437,1,Unemployed,Graduate,Urban,26,0
13736,13,563001,360,373,1,Self_Employed,Not Graduate,Semiurban,23,0
7716,1803,77881,240,553,0,Unemployed,Graduate,Urban,35,0
16360,2410,67477,300,619,1,Salaried,Graduate,Semiurban,36,0
4468,5376,649580,120,799,0,Unemployed,Graduate,Rural,53,0
13935,408,533340,240,848,1,Self_Employed,Graduate,Semiurban,33,1
18832,2928,71597,120,346,1,Salaried,Not Graduate,Urban,29,0
16952,6811,319129,240,772,1,Self_Employed,Graduate,Rural,28,1
6847,9079,343875,180,619,1,Unemployed,Not Graduate,Urban,55,0
13823,5336,396417,240,383,1,Salaried,Graduate,Urban,34,0
3757,7132,333667,360,547,1,Unemployed,Not Graduate,Urban,33,0
2675,9624,610342,300,741,1,Unemployed,Graduate,Urban,58,0
11801,5887,650606,120,819,1,Self_Employed,Not Graduate,Urban,54,1
19089,2681,186124,240,783,0,Unemployed,Not Graduate,Urban,49,0
7049,8558,570628,360,595,1,Self_Employed,Not Graduate,Urban,33,0
11850,6816,264514,300,751,1,Unemployed,Not Graduate,Rural,54,1
7279,8126,391791,240,892,0,Self_Employed,Not Graduate,Rural,56,0
2758,7997,164561,240,694,1,Salaried,Not Graduate,Semiurban,54,0
3401,995,158559,120,508,1,Salaried,Graduate,Urban,49,0
6542,4744,342512,180,774,0,Salaried,Not Graduate,Urban,23,0
17437,8804,493142,120,382,1,Self_Employed,Not Graduate,Urban,51,0
18478,6836,688707,180,516,1,Salaried,Graduate,Rural,25,0
19370,6350,515775,300,477,1,Self_Employed,Graduate,Semiurban,44,0
1601,5860,52243,120,670,1,Unemployed,Not Graduate,Urban,35,0
16420,9019,118678,360,896,1,Unemployed,Graduate,Semiurban,57,1
8334,1489,512557,360,763,0,Salaried,Graduate,Rural,25,0
11774,9147,282627,360,565,0,Self_Employed,Not Graduate,Urban,58,0
18870,1368,475802,360,873,0,Salaried,Graduate,Urban,39,0
10215,2136,523274,180,735,1,Unemployed,Graduate,Urban,40,1
4711,4195,522013,240,751,1,Salaried,Not Graduate,Semiurban,59,1
12100,8396,628395,300,671,1,Unemployed,Graduate,Urban,38,1
8064,6484,360170,360,511,1,Self_Employed,Not Graduate,Urban,45,0
7436,1110,664121,300,665,1,Salaried,Graduate,Semiurban,22,1
16441,5932,287371,120,851,1,Salaried,Not Graduate,Rural,59,1
7166,4856,501485,180,433,1,Self_Employed,Not Graduate,Urban,53,0
14502,4303,385536,180,831,1,Self_Employed,Graduate,Rural,23,1
5032,3104,289964,180,666,1,Self_Employed,Not Graduate,Semiurban,58,1
4301,3405,127711,240,675,1,Unemployed,Not Graduate,Rural,30,1
8963,9857,311998,240,494,1,Salaried,Graduate,Semiurban,36,0
6603,8615,578475,180,708,1,Salaried,Graduate,Semiurban,26,1
1575,8440,240624,240,844,0,Self_Employed,Graduate,Urban,27,0
3466,1470,312257,300,625,1,Self_Employed,Graduate,Rural,49,0
13701,8254,626324,300,327,0,Unemployed,Not Graduate,Rural,56,0
5590,3684,257193,300,300,0,Salaried,Not Graduate,Semiurban,57,0
5215,7142,403760,300,573,1,Self_Employed,Not Graduate,Semiurban,29,0
17179,5050,307292,120,422,1,Self_Employed,Graduate,Urban,22,0
16668,5730,651961,120,658,0,Self_Employed,Not Graduate,Rural,27,0
9449,1389,223371,180,891,1,Unemployed,Graduate,Semiurban,36,1
5378,4326,573199,360,710,0,Salaried,Graduate,Rural,28,0
5856,3503,198276,240,890,1,Salaried,Graduate,Semiurban,30,1
16351,1945,573661,240,708,0,Salaried,Not Graduate,Semiurban,37,0
4716,1360,336840,180,389,1,Salaried,Not Graduate,Semiurban,39,0
3930,3312,448258,240,490,0,Salaried,Graduate,Urban,32,0
10356,5903,334529,300,760,1,Unemployed,Not Graduate,Urban,42,1
10983,7669,548135,240,828,0,Self_Employed,Not Graduate,Semiurban,53,0
10935,1104,291268,180,831,1,Unemployed,Graduate,Rural,38,1
6500,7914,229676,240,354,1,Salaried,Not Graduate,Semiurban,30,0
7938,8199,63494,180,484,1,Unemployed,Not Graduate,Rural,38,0
3088,9457,617123,240,679,1,Unemployed,Not Graduate,Semiurban,29,0
17179,6440,429736,300,532,1,Salaried,Not Graduate,Semiurban,57,0
12657,8742,152999,360,490,0,Self_Employed,Not Graduate,Urban,48,0
10447,8045,442109,120,437,1,Self_Employed,Not Graduate,Urban,38,0
16039,2597,499598,120,440,1,Unemployed,Graduate,Urban,22,0
12475,9841,346917,300,540,1,Salaried,Graduate,Semiurban,49,0
18194,9829,124806,240,707,1,Unemployed,Not Graduate,Semiurban,43,1
17743,9668,653782,180,659,0,Self_Employed,Not Graduate,Semiurban,41,0
15247,3926,515413,240,358,1,Unemployed,Not Graduate,Rural,56,0
16943,4028,673287,300,717,1,Self_Employed,Not Graduate,Urban,38,1
18185,3322,324143,180,391,1,Self_Employed,Graduate,Rural,30,0
17227,3835,274303,360,825,1,Salaried,Not Graduate,Urban,52,1
2839,3399,500971,180,616,1,Self_Employed,Graduate,Semiurban,53,0
19848,9945,282793,120,847,1,Self_Employed,Graduate,Urban,52,1
19062,1445,138481,240,378,1,Salaried,Not Graduate,Urban,32,0
5204,1951,509483,360,318,1,Salaried,Not Graduate,Rural,52,0
7274,4836,156384,360,356,1,Salaried,Graduate,Semiurban,36,0
19609,9466,68064,180,355,0,Salaried,Graduate,Urban,40,0
2013,2993,257941,120,635,0,Unemployed,Not Graduate,Rural,50,0
5074,6453,672055,120,745,1,Salaried,Graduate,Semiurban,40,1
16267,8807,321964,120,362,1,Self_Employed,Graduate,Urban,46,0
9048,9864,566096,360,828,0,Self_Employed,Graduate,Rural,42,0
12882,1810,554531,180,662,0,Unemployed,Not Graduate,Semiurban,47,0
9504,423,65518,360,520,1,Self_Employed,Not Graduate,Rural,21,0
19110,4354,284228,120,620,1,Self_Employed,Not Graduate,Rural,38,0
1606,5810,103870,120,340,0,Salaried,Not Graduate,Rural,21,0
9159,616,329334,180,729,1,Salaried,Not Graduate,Rural,30,1
15418,3687,273912,120,446,0,Self_Employed,Not Graduate,Rural,35,0
5852,4705,95794,360,589,1,Unemployed,Not Graduate,Rural,29,0
11309,5123,268705,180,597,1,Salaried,Graduate,Rural,57,0
16647,4533,358712,360,811,0,Unemployed,Not Graduate,Urban,57,0
6546,2008,542827,300,750,0,Self_Employed,Graduate,Urban,32,0
10482,2239,273539,300,674,1,Self_Employed,Not Graduate,Urban,40,1
16635,9471,476876,360,636,1,Self_Employed,Graduate,Semiurban,42,0
14160,4465,165114,240,553,0,Unemployed,Graduate,Urban,33,0
16894,441,166198,120,872,1,Self_Employed,Graduate,Urban,23,1
4896,9042,460318,300,410,0,Salaried,Not Graduate,Rural,23,0
5462,6471,463009,360,619,1,Self_Employed,Not Graduate,Rural,25,0
18714,5803,386124,180,637,0,Unemployed,Not Graduate,Rural,30,0
5376,2629,618489,360,587,1,Self_Employed,Not Graduate,Urban,41,0
10413,6568,316476,300,804,1,Self_Employed,Not Graduate,Semiurban,41,1
11980,9829,394963,120,745,0,Self_Employed,Graduate,Urban,42,0
17227,5779,586048,360,387,1,Salaried,Not Graduate,Urban,55,0
9890,3106,315333,300,797,0,Salaried,Not Graduate,Rural,45,0
5004,3044,297705,360,489,1,Unemployed,Not Graduate,Urban,59,0
3941,8798,306876,360,367,0,Self_Employed,Not Graduate,Urban,53,0
1969,365,538415,300,668,1,Salaried,Not Graduate,Urban,57,0
16357,5935,69671,240,373,1,Unemployed,Not Graduate,Rural,59,0
8660,7032,150349,180,406,0,Salaried,Not Graduate,Semiurban,41,0
2688,8708,633701,180,357,1,Unemployed,Graduate,Rural,40,0
9976,1444,114572,180,529,1,Self_Employed,Not Graduate,Urban,35,0
16924,3644,286573,300,603,1,Self_Employed,Graduate,Semiurban,22,0
18854,468,152424,240,516,1,Unemployed,Not Graduate,Urban,47,0
14680,5821,480630,120,653,1,Self_Employed,Graduate,Urban,30,1
3969,3534,596624,120,819,0,Salaried,Not Graduate,Semiurban,33,0
8755,1046,212127,120,760,1,Self_Employed,Not Graduate,Rural,49,1
3258,4940,589625,240,810,1,Unemployed,Graduate,Semiurban,25,0
5549,7865,353246,120,438,1,Self_Employed,Graduate,Semiurban,46,0
17995,7508,552341,300,756,1,Self_Employed,Not Graduate,Semiurban,53,1
15806,8596,139169,360,799,1,Salaried,Graduate,Rural,21,1
8492,8773,476682,120,813,1,Salaried,Graduate,Semiurban,23,1
3279,4440,656448,360,392,0,Salaried,Graduate,Rural,34,0
6190,7371,338979,240,338,1,Salaried,Graduate,Rural,55,0
19865,7061,54785,180,764,1,Self_Employed,Not Graduate,Urban,59,1
4038,2300,453079,360,456,1,Unemployed,Graduate,Semiurban,39,0
13816,8897,267608,360,369,0,Unemployed,Not Graduate,Urban,57,0
3327,7791,378316,120,624,0,Salaried,Not Graduate,Urban,37,0
13558,7979,545822,360,850,0,Self_Employed,Not Graduate,Rural,56,0
4941,9027,158690,120,858,0,Self_Employed,Not Graduate,Semiurban,44,0
6979,6365,137791,180,555,1,Salaried,Not Graduate,Semiurban,54,0
7174,9225,354291,360,715,0,Self_Employed,Not Graduate,Rural,23,0
10799,566,624440,180,776,1,Self_Employed,Graduate,Rural,43,1
12966,4952,519351,180,433,0,Unemployed,Graduate,Urban,51,0
19127,5754,63983,120,746,0,Unemployed,Graduate,Semiurban,50,0
6335,9015,188433,180,378,1,Unemployed,Graduate,Urban,29,0
16679,4280,356425,360,622,1,Unemployed,Graduate,Urban,39,0
13519,6420,318696,360,306,1,Salaried,Not Graduate,Urban,55,0
4954,4021,436342,120,374,1,Salaried,Graduate,Urban,37,0
7445,4078,488313,180,600,0,Self_Employed,Not Graduate,Urban,54,0
5401,1491,649224,180,414,0,Salaried,Graduate,Semiurban,43,0
5381,9598,392603,180,552,1,Unemployed,Not Graduate,Semiurban,52,0
9331,3575,568640,180,495,1,Self_Employed,Not Graduate,Semiurban,48,0
4292,4118,310667,300,392,1,Salaried,Graduate,Semiurban,25,0
7440,5605,688755,120,636,0,Unemployed,Graduate,Rural,23,0
1779,569,496795,240,635,1,Self_Employed,Not Graduate,Semiurban,46,0
10838,3739,208449,240,883,1,Self_Employed,Not Graduate,Semiurban,47,1
13317,4590,653569,300,886,1,Salaried,Graduate,Rural,42,1
14616,8435,536770,180,751,1,Self_Employed,Graduate,Urban,56,1
2315,7397,498370,360,423,0,Unemployed,Not Graduate,Semiurban,45,0
11371,1144,85101,180,336,1,Unemployed,Not Graduate,Urban,26,0
7581,956,612148,180,572,1,Unemployed,Graduate,Rural,21,0
4154,6602,669314,240,841,1,Unemployed,Graduate,Urban,56,1
11713,9681,244681,300,664,1,Unemployed,Graduate,Urban,23,1
18694,8967,229082,120,476,1,Salaried,Graduate,Rural,41,0
2012,9501,120186,180,778,1,Self_Employed,Not Graduate,Urban,45,0
6329,425,299370,120,662,1,Unemployed,Not Graduate,Semiurban,34,1
4639,1313,210764,120,757,1,Unemployed,Not Graduate,Urban,31,1
5883,120,239643,300,762,1,Self_Employed,Not Graduate,Urban,58,1
4345,9468,255172,360,499,1,Salaried,Graduate,Urban,51,0
7660,7756,518704,180,514,1,Salaried,Graduate,Rural,40,0
13249,5679,185607,240,726,1,Self_Employed,Graduate,Rural,31,1
4909,1410,122916,240,323,0,Unemployed,Not Graduate,Semiurban,40,0
12563,736,533729,240,508,0,Self_Employed,Graduate,Semiurban,48,0
6489,5080,255788,120,562,1,Self_Employed,Not Graduate,Rural,55,0
11015,5445,232684,360,408,1,Unemployed,Graduate,Urban,54,0
7967,2451,576591,360,487,1,Self_Employed,Graduate,Rural,33,0
14320,471,502240,300,898,1,Salaried,Graduate,Semiurban,47,1
14263,3694,127885,120,714,1,Self_Employed,Not Graduate,Rural,56,1
2011,7124,240276,360,471,1,Self_Employed,Not Graduate,Urban,34,0
15288,58,85013,240,810,1,Self_Employed,Not Graduate,Rural,55,1
5866,3044,420998,240,609,1,Self_Employed,Graduate,Rural,54,0
18154,1420,354112,240,659,0,Salaried,Not Graduate,Urban,29,0
17343,9900,420592,360,385,0,Self_Employed,Not Graduate,Rural,47,0
1947,5860,188862,240,866,1,Salaried,Not Graduate,Rural,49,0
5969,2895,373276,360,755,1,Self_Employed,Graduate,Rural,49,1
17602,6565,485649,360,534,1,Self_Employed,Not Graduate,Rural,37,0
1543,8310,628969,180,332,0,Self_Employed,Not Graduate,Urban,30,0
9026,4504,530832,240,378,1,Self_Employed,Graduate,Urban,25,0
13491,1709,497390,360,478,1,Unemployed,Graduate,Rural,26,0
6512,8372,316920,360,310,1,Unemployed,Graduate,Rural,26,0
4083,3924,295649,240,727,1,Unemployed,Graduate,Semiurban,40,1
6910,9082,435524,240,308,0,Self_Employed,Graduate,Semiurban,57,0
4860,8583,331181,240,440,0,Unemployed,Graduate,Rural,23,0
4381,9239,317648,300,798,0,Self_Employed,Not Graduate,Semiurban,55,0
4337,6932,324540,240,486,0,Unemployed,Graduate,Urban,53,0
2500,6407,255490,180,838,1,Salaried,Not Graduate,Rural,40,0
12082,804,519403,120,305,1,Salaried,Graduate,Rural,58,0
16109,5769,142344,360,808,1,Self_Employed,Not Graduate,Rural,25,1
5220,5317,601932,240,391,1,Salaried,Graduate,Urban,25,0
14130,5401,203679,300,848,1,Salaried,Not Graduate,Semiurban,30,1
13358,5588,120507,360,355,1,Salaried,Graduate,Semiurban,28,0
4122,3155,332292,360,416,1,Unemployed,Graduate,Semiurban,21,0
3065,7625,89184,180,485,0,Salaried,Not Graduate,Rural,23,0
1639,5648,119145,300,545,1,Self_Employed,Graduate,Rural,24,0
11898,1853,276199,360,737,0,Salaried,Not Graduate,Urban,29,0
10019,5746,687244,180,462,0,Salaried,Not Graduate,Semiurban,27,0
5142,3097,688355,300,411,1,Self_Employed,Graduate,Semiurban,56,0
14778,4218,597302,300,330,1,Self_Employed,Not Graduate,Urban,51,0
1992,8912,59793,240,811,1,Unemployed,Not Graduate,Urban,41,0
18706,5009,359391,300,376,1,Unemployed,Not Graduate,Urban,47,0
18223,8232,525786,180,492,1,Salaried,Graduate,Rural,58,0
2901,7484,431976,300,878,0,Unemployed,Not Graduate,Semiurban,59,0
18374,4593,275433,300,842,1,Unemployed,Not Graduate,Urban,57,1
8799,5861,268293,300,323,1,Unemployed,Not Graduate,Semiurban,36,0
2384,425,262487,240,313,1,Self_Employed,Graduate,Rural,23,0
8624,1446,440548,360,708,0,Salaried,Not Graduate,Rural,42,0
5581,3276,543411,300,609,1,Salaried,Not Graduate,Urban,33,0
2351,1222,301095,120,349,1,Unemployed,Not Graduate,Rural,36,0
4097,8559,60942,360,840,1,Self_Employed,Not Graduate,Rural,32,1
18760,9496,265486,120,377,1,Self_Employed,Not Graduate,Urban,42,0
13493,8229,330196,300,802,0,Self_Employed,Not Graduate,Urban,22,0
17456,5478,661691,240,472,0,Self_Employed,Not Graduate,Urban,34,0
15497,6027,362932,180,655,1,Salaried,Graduate,Semiurban,38,1
3012,9113,337840,360,619,1,Unemployed,Graduate,Semiurban,58,0
9213,7997,95927,300,503,1,Self_Employed,Not Graduate,Urban,58,0
6944,3450,116026,120,596,1,Salaried,Not Graduate,Rural,46,0
16116,1458,626085,300,542,0,Unemployed,Not Graduate,Urban,33,0
2894,4729,138691,180,681,0,Self_Employed,Not Graduate,Urban,34,0
13336,3593,656898,300,447,0,Unemployed,Graduate,Urban,54,0
19993,6569,160068,120,675,1,Unemployed,Graduate,Urban,24,1
17493,9961,88093,120,448,0,Unemployed,Graduate,Rural,57,0
12198,6170,550428,300,396,0,Salaried,Not Graduate,Urban,58,0
2763,630,456914,300,424,1,Unemployed,Not Graduate,Semiurban,55,0
5624,810,283586,360,523,1,Salaried,Not Graduate,Semiurban,58,0
6062,1803,421041,240,428,0,Self_Employed,Graduate,Semiurban,31,0
15920,7111,641054,180,602,1,Self_Employed,Not Graduate,Rural,55,0
19185,1184,540385,240,402,0,Self_Employed,Not Graduate,Urban,50,0
5203,1878,514873,300,568,1,Unemployed,Graduate,Semiurban,54,0
